"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus1Val","nminus2Val","nminus3Val","nminus4Val","nminus5Val"
17.6,18,30.04,17,320,39.6,21,0,5,24,18,27,26,21
19.4,19,30.04,17,340,36,20,0,5,21,24,18,27,26
17.6,18,30.04,17,340,39.6,24,0,5,20,21,24,18,27
17.6,18,30.06,17,360,32.4,19,0,5,24,20,21,24,18
17.6,20,30.09,15,350,36,19,0,5,19,24,20,21,24
15.8,21,30.12,13,340,32.4,24,0,5,19,19,24,20,21
15.8,24,30.18,11,340,28.8,17,0,5,24,19,19,24,20
15.8,26,30.21,10,340,25.2,25,0,5,17,24,19,19,24
14,25,30.27,9,340,25.2,28,0,5,25,17,24,19,19
14,27,30.3,8,340,28.8,26,0,5,28,25,17,24,19
12.2,25,30.33,8,340,25.2,20,0,5,26,28,25,17,24
14,29,30.36,7,320,21.6,21,1,6,20,26,28,25,17
12.2,29,30.36,6,350,18,20,1,6,21,20,26,28,25
10.4,27,30.36,6,350,25.2,21,1,6,20,21,20,26,28
10.4,29,30.36,5,340,25.2,14,1,6,21,20,21,20,26
12.2,31,30.39,5,360,18,16,1,6,14,21,20,21,20
12.2,33,30.42,4,350,18,15,1,6,16,14,21,20,21
10.4,31,30.45,4,290,18,17,1,6,15,16,14,21,20
10.4,31,30.48,4,310,21.6,14,1,6,17,15,16,14,21
10.4,29,30.51,5,330,21.6,17,1,6,14,17,15,16,14
8.6,25,30.51,6,320,21.6,22,1,6,17,14,17,15,16
8.6,23,30.51,7,330,18,20,1,6,22,17,14,17,15
10.4,23,30.51,8,300,10.8,16,1,6,20,22,17,14,17
8.6,22,30.48,8,320,10.8,13,1,6,16,20,22,17,14
12.2,25,30.42,8,340,7.2,37,1,6,13,16,20,22,17
15.8,29,30.45,8,340,7.2,44,1,6,37,13,16,20,22
21.2,42,30.45,6,340,3.6,40,1,6,44,37,13,16,20
19.4,42,30.48,5,320,10.8,48,2,7,40,44,37,13,16
17.6,39,30.51,5,350,7.2,49,2,7,48,40,44,37,13
8.6,25,30.51,6,350,14.4,12,2,7,49,48,40,44,37
8.6,26,30.51,5,340,10.8,10,2,7,12,49,48,40,44
10.4,31,30.51,4,360,10.8,16,2,7,10,12,49,48,40
12.2,44,30.51,0,350,10.8,9,2,7,16,10,12,49,48
12.2,41,30.54,1,290,7.2,10,2,7,9,16,10,12,49
14,33,30.54,5,310,3.6,15,2,7,10,9,16,10,12
8.6,22,30.57,8,330,3.6,13,2,7,15,10,9,16,10
6.8,19,30.54,9,320,10.8,11,2,7,13,15,10,9,16
6.8,17,30.54,10,330,10.8,10,2,7,11,13,15,10,9
8.6,18,30.51,11,300,3.6,12,2,7,10,11,13,15,10
5,14,30.48,12,320,10.8,12,2,7,12,10,11,13,15
5,14,30.45,12,320,7.2,11,2,7,12,12,10,11,13
3.2,11,30.39,14,340,18,12,2,7,11,12,12,10,11
1.4,11,30.36,13,340,21.6,16,2,7,12,11,12,12,10
5,13,30.33,13,360,18,19,2,7,16,12,11,12,12
8.6,15,30.3,13,350,21.6,22,2,7,19,16,12,11,12
10.4,18,30.3,12,340,21.6,28,2,7,22,19,16,12,11
12.2,22,30.33,10,340,18,36,2,7,28,22,19,16,12
14,24,30.33,10,340,18,55,2,7,36,28,22,19,16
15.8,26,30.36,10,340,18,61,2,7,55,36,28,22,19
19.4,32,30.36,9,340,14.4,63,2,7,61,55,36,28,22
19.4,32,30.36,9,340,18,68,2,7,63,61,55,36,28
21.2,34,30.36,9,320,18,72,3,8,68,63,61,55,36
23,40,30.33,8,350,7.2,78,3,8,72,68,63,61,55
23,46,30.33,6,350,10.8,86,3,8,78,72,68,63,61
24.8,56,30.33,4,340,3.6,88,3,8,86,78,72,68,63
24.8,56,30.3,4,360,3.6,95,3,8,88,86,78,72,68
24.8,60,30.3,3,350,7.2,84,3,8,95,88,86,78,72
26.6,65,30.3,3,290,3.6,93,3,8,84,95,88,86,78
30.2,70,30.3,4,310,3.6,98,3,8,93,84,95,88,86
30.2,61,30.33,6,330,3.6,102,3,8,98,93,84,95,88
30.2,50,30.33,9,320,3.6,103,3,8,102,98,93,84,95
30.2,44,30.3,11,330,7.2,92,3,8,103,102,98,93,84
24.8,33,30.27,12,300,14.4,70,3,8,92,103,102,98,93
23,29,30.24,13,320,18,74,3,8,70,92,103,102,98
21.2,25,30.21,14,320,14.4,89,3,8,74,70,92,103,102
28.4,31,30.18,15,340,25.2,89,3,8,89,74,70,92,103
32,36,30.15,15,340,21.6,106,3,8,89,89,74,70,92
33.8,41,30.15,14,360,21.6,109,3,8,106,89,89,74,70
35.6,51,30.15,12,350,21.6,124,3,8,109,106,89,89,74
35.6,51,30.15,12,340,14.4,123,3,8,124,109,106,89,89
35.6,58,30.15,10,340,7.2,132,3,8,123,124,109,106,89
35.6,62,30.18,9,340,10.8,139,3,8,132,123,124,109,106
35.6,62,30.18,9,340,7.2,136,3,8,139,132,123,124,109
35.6,66,30.18,8,340,7.2,140,3,8,136,139,132,123,124
35.6,71,30.18,7,340,7.2,141,3,8,140,136,139,132,123
33.8,66,30.18,7,320,7.2,122,4,9,141,140,136,139,132
32,66,30.18,6,350,3.6,137,4,9,122,141,140,136,139
32,66,30.18,6,350,7.2,143,4,9,137,122,141,140,136
32,70,30.15,5,340,3.6,128,4,9,143,137,122,141,140
33.8,87,30.15,3,360,3.6,122,4,9,128,143,137,122,141
32,81,30.15,3,350,3.6,141,4,9,122,128,143,137,122
32,87,30.15,2,290,3.6,138,4,9,141,122,128,143,137
33.8,81,30.15,4,310,3.6,133,4,9,138,141,122,128,143
33.8,58,30.15,9,330,3.6,123,4,9,133,138,141,122,128
33.8,54,30.15,10,320,3.6,145,4,9,123,133,138,141,122
33.8,47,30.18,12,330,3.6,163,4,9,145,123,133,138,141
35.6,47,30.15,13,300,3.6,177,4,9,163,145,123,133,138
37.4,45,30.12,15,320,7.2,180,4,9,177,163,145,123,133
37.4,42,30.09,16,320,7.2,187,4,9,180,177,163,145,123
37.4,39,30.06,17,340,18,182,4,9,187,180,177,163,145
35.6,34,30.06,18,340,18,158,4,9,182,187,180,177,163
35.6,34,30.04,18,360,18,127,4,9,158,182,187,180,177
37.4,37,30.04,18,350,18,155,4,9,127,158,182,187,180
37.4,39,30.04,17,340,21.6,189,4,9,155,127,158,182,187
39.2,48,30.06,15,340,18,213,4,9,189,155,127,158,182
41,55,30.09,14,340,10.8,232,4,9,213,189,155,127,158
42.8,63,30.09,13,340,10.8,232,4,9,232,213,189,155,127
42.8,63,30.09,13,340,10.8,238,4,9,232,232,213,189,155
44.6,76,30.12,11,340,7.2,237,4,9,238,232,232,213,189
44.6,76,30.12,11,320,7.2,239,5,10,237,238,232,232,213
42.8,76,30.12,10,350,3.6,222,5,10,239,237,238,232,232
41,87,30.12,7,350,7.2,238,5,10,222,239,237,238,232
42.8,93,30.12,7,340,3.6,236,5,10,238,222,239,237,238
42.8,87,30.12,8,360,7.2,224,5,10,236,238,222,239,237
41,93,30.12,6,350,3.6,201,5,10,224,236,238,222,239
39.2,93,30.15,5,290,7.2,208,5,10,201,224,236,238,222
41,87,30.15,7,310,3.6,200,5,10,208,201,224,236,238
44.6,76,30.15,11,330,3.6,209,5,10,200,208,201,224,236
44.6,72,30.15,12,320,7.2,205,5,10,209,200,208,201,224
46.4,67,30.18,14,330,7.2,216,5,10,205,209,200,208,201
46.4,59,30.15,16,300,10.8,199,5,10,216,205,209,200,208
42.8,45,30.12,18,320,7.2,156,5,10,199,216,205,209,200
39.2,35,30.09,20,320,10.8,126,5,10,156,199,216,205,209
24.8,18,30.06,21,340,14.4,115,5,10,126,156,199,216,205
32,25,30.04,21,340,18,115,5,10,115,126,156,199,216
35.6,30,30.01,20,360,18,108,5,10,115,115,126,156,199
35.6,30,30.04,20,350,7.2,109,5,10,108,115,115,126,156
32,26,30.01,20,340,7.2,63,5,10,109,108,115,115,126
32,28,30.01,19,340,10.8,78,5,10,63,109,108,115,115
35.6,42,30.04,15,340,3.6,91,5,10,78,63,109,108,115
37.4,48,30.06,14,340,3.6,101,5,10,91,78,63,109,108
41,58,30.06,13,340,3.6,57,5,10,101,91,78,63,109
37.4,42,30.06,16,340,10.8,66,5,10,57,101,91,78,63
44.6,59,30.06,15,320,7.2,116,6,11,66,57,101,91,78
48.2,72,30.09,14,350,7.2,227,6,11,116,66,57,101,91
48.2,82,30.09,12,350,14.4,255,6,11,227,116,66,57,101
48.2,82,30.06,12,340,14.4,250,6,11,255,227,116,66,57
48.2,82,30.09,12,360,10.8,245,6,11,250,255,227,116,66
46.4,82,30.09,11,350,7.2,240,6,11,245,250,255,227,116
46.4,82,30.09,11,290,7.2,237,6,11,240,245,250,255,227
46.4,82,30.12,11,310,14.4,219,6,11,237,240,245,250,255
46.4,77,30.12,12,330,14.4,199,6,11,219,237,240,245,250
46.4,67,30.12,14,320,14.4,169,6,11,199,219,237,240,245
48.2,67,30.15,15,330,14.4,150,6,11,169,199,219,237,240
46.4,55,30.12,17,300,14.4,125,6,11,150,169,199,219,237
44.6,52,30.12,17,320,14.4,136,6,11,125,150,169,199,219
44.6,49,30.09,18,320,21.6,108,6,11,136,125,150,169,199
44.6,46,30.06,19,340,18,93,6,11,108,136,125,150,169
41,40,30.06,19,340,18,86,6,11,93,108,136,125,150
44.6,49,30.06,18,360,14.4,87,6,11,86,93,108,136,125
44.6,49,30.09,18,350,18,101,6,11,87,86,93,108,136
44.6,55,30.09,16,340,18,145,6,11,101,87,86,93,108
42.8,59,30.12,14,340,18,149,6,11,145,101,87,86,93
42.8,63,30.12,13,340,14.4,118,6,11,149,145,101,87,86
44.6,67,30.15,13,340,14.4,102,6,11,118,149,145,101,87
48.2,88,30.24,11,340,18,33,6,11,102,118,149,145,101
44.6,87,30.27,9,340,18,16,6,11,33,102,118,149,145
44.6,93,30.18,8,320,10.8,11,0,12,16,33,102,118,149
44.6,93,30.18,8,350,3.6,10,0,12,11,16,33,102,118
42.8,82,30.18,9,350,0,26,0,12,10,11,16,33,102
35.6,62,30.15,9,340,21.6,23,0,12,26,10,11,16,33
28.4,46,30.15,9,360,28.8,20,0,12,23,26,10,11,16
26.6,46,30.15,8,350,32.4,18,0,12,20,23,26,10,11
23,40,30.18,8,290,32.4,21,0,12,18,20,23,26,10
21.2,37,30.21,8,310,28.8,16,0,12,21,18,20,23,26
21.2,37,30.21,8,330,36,21,0,12,16,21,18,20,23
21.2,34,30.24,9,320,32.4,19,0,12,21,16,21,18,20
24.8,35,30.27,11,330,28.8,11,0,12,19,21,16,21,18
26.6,40,30.27,10,300,28.8,11,0,12,11,19,21,16,21
30.2,47,30.3,10,320,28.8,15,0,12,11,11,19,21,16
28.4,50,30.3,8,320,36,21,0,12,15,11,11,19,21
28.4,50,30.33,8,340,36,28,0,12,21,15,11,11,19
24.8,43,30.33,8,340,39.6,24,0,12,28,21,15,11,11
26.6,49,30.36,7,360,36,19,0,12,24,28,21,15,11
24.8,46,30.36,7,350,28.8,20,0,12,19,24,28,21,15
26.6,49,30.39,7,340,25.2,15,0,12,20,19,24,28,21
24.8,49,30.39,6,340,25.2,17,0,12,15,20,19,24,28
24.8,49,30.42,6,340,28.8,11,0,12,17,15,20,19,24
26.6,57,30.45,5,340,36,10,0,12,11,17,15,20,19
26.6,57,30.45,5,340,25.2,15,0,12,10,11,17,15,20
26.6,57,30.42,5,340,18,17,0,12,15,10,11,17,15
24.8,49,30.45,6,320,25.2,16,1,13,17,15,10,11,17
24.8,49,30.42,6,350,21.6,12,1,13,16,17,15,10,11
26.6,53,30.42,6,350,25.2,14,1,13,12,16,17,15,10
26.6,53,30.42,6,340,25.2,17,1,13,14,12,16,17,15
26.6,53,30.39,6,360,21.6,20,1,13,17,14,12,16,17
26.6,53,30.39,6,350,18,25,1,13,20,17,14,12,16
28.4,61,30.39,5,290,18,13,1,13,25,20,17,14,12
26.6,49,30.39,7,310,21.6,28,1,13,13,25,20,17,14
26.6,43,30.39,9,330,21.6,29,1,13,28,13,25,20,17
28.4,41,30.39,11,320,25.2,35,1,13,29,28,13,25,20
28.4,38,30.36,12,330,18,35,1,13,35,29,28,13,25
30.2,36,30.33,14,300,14.4,40,1,13,35,35,29,28,13
32,36,30.3,15,320,10.8,43,1,13,40,35,35,29,28
33.8,34,30.27,17,320,10.8,46,1,13,43,40,35,35,29
30.2,28,30.21,18,340,7.2,38,1,13,46,43,40,35,35
30.2,28,30.15,18,340,7.2,46,1,13,38,46,43,40,35
28.4,24,30.12,19,360,7.2,50,1,13,46,38,46,43,40
28.4,24,30.09,19,350,18,50,1,13,50,46,38,46,43
30.2,28,30.06,18,340,18,46,1,13,50,50,46,38,46
33.8,36,30.06,16,340,18,52,1,13,46,50,50,46,38
35.6,42,30.06,15,340,10.8,52,1,13,52,46,50,50,46
37.4,48,30.04,14,340,18,53,1,13,52,52,46,50,50
37.4,48,30.01,14,340,10.8,63,1,13,53,52,52,46,50
37.4,48,30.01,14,340,7.2,60,1,13,63,53,52,52,46
41,76,29.98,9,320,3.6,66,2,14,60,63,53,52,52
39.2,81,29.95,7,350,3.6,71,2,14,66,60,63,53,52
39.2,87,29.92,6,350,0,79,2,14,71,66,60,63,53
39.2,93,29.92,5,340,3.6,72,2,14,79,71,66,60,63
37.4,87,29.89,5,360,3.6,83,2,14,72,79,71,66,60
37.4,93,29.86,4,350,10.8,97,2,14,83,72,79,71,66
35.6,87,29.86,4,290,10.8,93,2,14,97,83,72,79,71
39.2,71,29.89,9,310,10.8,69,2,14,93,97,83,72,79
37.4,54,29.86,12,330,10.8,77,2,14,69,93,97,83,72
35.6,42,29.86,15,320,7.2,69,2,14,77,69,93,97,83
33.8,30,29.83,19,330,7.2,49,2,14,69,77,69,93,97
32,25,29.8,21,300,7.2,45,2,14,49,69,77,69,93
30.2,19,29.77,24,320,7.2,53,2,14,45,49,69,77,69
26.6,16,29.74,25,320,10.8,64,2,14,53,45,49,69,77
23,13,29.68,26,340,10.8,49,2,14,64,53,45,49,69
28.4,16,29.65,26,340,14.4,45,2,14,49,64,53,45,49
28.4,16,29.62,26,360,25.2,53,2,14,45,49,64,53,45
33.8,21,29.62,25,350,21.6,50,2,14,53,45,49,64,53
35.6,25,29.59,23,340,18,52,2,14,50,53,45,49,64
33.8,25,29.62,22,340,18,50,2,14,52,50,53,45,49
32,28,29.62,19,340,10.8,78,2,14,50,52,50,53,45
33.8,32,29.62,18,340,3.6,63,2,14,78,50,52,50,53
39.2,45,29.62,16,340,3.6,62,2,14,63,78,50,52,50
39.2,48,29.59,15,340,3.6,58,2,14,62,63,78,50,52
37.4,48,29.59,14,320,7.2,62,3,15,58,62,63,78,50
41,58,29.59,13,350,3.6,72,3,15,62,58,62,63,78
37.4,58,29.56,11,350,3.6,92,3,15,72,62,58,62,63
37.4,58,29.56,11,340,3.6,96,3,15,92,72,62,58,62
41,71,29.53,10,360,3.6,99,3,15,96,92,72,62,58
39.2,76,29.53,8,350,0,102,3,15,99,96,92,72,62
41,81,29.53,8,290,3.6,102,3,15,102,99,96,92,72
44.6,76,29.53,11,310,3.6,127,3,15,102,102,99,96,92
42.8,59,29.53,14,330,3.6,144,3,15,127,102,102,99,96
44.6,52,29.53,17,320,3.6,128,3,15,144,127,102,102,99
42.8,43,29.53,19,330,3.6,143,3,15,128,144,127,102,102
42.8,43,29.5,19,300,7.2,140,3,15,143,128,144,127,102
44.6,43,29.47,20,320,10.8,143,3,15,140,143,128,144,127
44.6,38,29.44,22,320,10.8,142,3,15,143,140,143,128,144
44.6,36,29.42,23,340,7.2,132,3,15,142,143,140,143,128
44.6,36,29.39,23,340,7.2,135,3,15,132,142,143,140,143
44.6,34,29.36,24,360,7.2,139,3,15,135,132,142,143,140
48.2,41,29.36,23,350,10.8,165,3,15,139,135,132,142,143
37.4,25,29.44,24,340,32.4,328,3,15,165,139,135,132,142
33.8,27,29.53,21,340,50.4,722,3,15,328,165,139,135,132
32,28,29.62,19,340,46.8,161,3,15,722,328,165,139,135
26.6,23,29.65,19,340,36,134,3,15,161,722,328,165,139
24.8,22,29.68,18,340,43.2,130,3,15,134,161,722,328,165
21.2,20,29.71,17,340,43.2,128,3,15,130,134,161,722,328
10.4,13,29.74,17,320,32.4,128,4,16,128,130,134,161,722
1.4,9,29.8,16,350,50.4,101,4,16,128,128,130,134,161
1.4,10,29.83,15,350,46.8,74,4,16,101,128,128,130,134
3.2,11,29.86,14,340,36,59,4,16,74,101,128,128,130
6.8,14,29.86,13,360,28.8,44,4,16,59,74,101,128,128
8.6,16,29.89,12,350,18,37,4,16,44,59,74,101,128
6.8,15,29.92,12,290,32.4,35,4,16,37,44,59,74,101
10.4,17,29.95,13,310,32.4,31,4,16,35,37,44,59,74
12.2,16,29.95,15,330,28.8,32,4,16,31,35,37,44,59
12.2,15,29.95,16,320,28.8,28,4,16,32,31,35,37,44
12.2,13,29.95,18,300,39.6,7,4,16,28,32,31,35,37
10.4,11,29.92,19,320,28.8,7,4,16,7,28,32,31,35
15.8,13,29.89,20,320,18,8,4,16,7,7,28,32,31
12.2,12,29.86,20,340,21.6,3,4,16,8,7,7,28,32
10.4,11,29.83,20,340,18,1,4,16,3,8,7,7,28
8.6,9,29.8,21,360,32.4,12,4,16,1,3,8,7,7
8.6,9,29.8,21,350,21.6,16,4,16,12,1,3,8,7
14,13,29.77,19,340,32.4,18,4,16,16,12,1,3,8
19.4,18,29.8,18,340,21.6,32,4,16,18,16,12,1,3
21.2,20,29.8,17,340,28.8,34,4,16,32,18,16,12,1
19.4,19,29.83,17,340,25.2,44,4,16,34,32,18,16,12
23,22,29.83,17,340,21.6,43,4,16,44,34,32,18,16
23,23,29.83,16,340,25.2,43,4,16,43,44,34,32,18
23,23,29.83,16,320,25.2,45,5,17,43,43,44,34,32
24.8,27,29.83,15,350,14.4,45,5,17,45,43,43,44,34
23,27,29.8,14,350,18,50,5,17,45,45,43,43,44
24.8,31,29.8,13,340,7.2,51,5,17,50,45,45,43,43
28.4,50,29.8,8,360,0,42,5,17,51,50,45,45,43
30.2,61,29.8,6,350,3.6,53,5,17,42,51,50,45,45
32,61,29.8,7,290,3.6,60,5,17,53,42,51,50,45
35.6,71,29.8,7,310,3.6,62,5,17,60,53,42,51,50
32,44,29.8,12,330,3.6,61,5,17,62,60,53,42,51
33.8,39,29.83,15,320,3.6,79,5,17,61,62,60,53,42
33.8,32,29.83,18,330,3.6,76,5,17,79,61,62,60,53
35.6,32,29.83,19,300,7.2,77,5,17,76,79,61,62,60
30.2,22,29.77,22,320,14.4,67,5,17,77,76,79,61,62
30.2,20,29.77,23,320,18,71,5,17,67,77,76,79,61
32,19,29.74,25,340,18,63,5,17,71,67,77,76,79
30.2,17,29.71,26,340,18,62,5,17,63,71,67,77,76
26.6,15,29.71,26,360,21.6,86,5,17,62,63,71,67,77
28.4,17,29.71,25,350,21.6,108,5,17,86,62,63,71,67
35.6,25,29.71,23,340,18,105,5,17,108,86,62,63,71
35.6,28,29.74,21,340,10.8,130,5,17,105,108,86,62,63
37.4,31,29.77,21,340,7.2,139,5,17,130,105,108,86,62
39.2,40,29.8,18,340,3.6,139,5,17,139,130,105,108,86
42.8,48,29.8,17,340,3.6,108,5,17,139,139,130,105,108
41,48,29.83,16,340,3.6,130,5,17,108,139,139,130,105
41,48,29.83,16,320,3.6,129,6,18,130,108,139,139,130
41,48,29.83,16,350,7.2,121,6,18,129,130,108,139,139
41,48,29.83,16,350,7.2,119,6,18,121,129,130,108,139
42.8,55,29.83,15,340,3.6,118,6,18,119,121,129,130,108
42.8,59,29.83,14,360,3.6,122,6,18,118,119,121,129,130
42.8,59,29.83,14,350,3.6,126,6,18,122,118,119,121,129
42.8,59,29.83,14,290,3.6,144,6,18,126,122,118,119,121
44.6,59,29.86,15,310,3.6,153,6,18,144,126,122,118,119
46.4,63,29.86,15,330,7.2,164,6,18,153,144,126,122,118
44.6,55,29.86,16,320,7.2,161,6,18,164,153,144,126,122
46.4,52,29.89,18,330,3.6,171,6,18,161,164,153,144,126
50,52,29.86,20,300,7.2,175,6,18,171,161,164,153,144
50,49,29.86,21,320,7.2,161,6,18,175,171,161,164,153
50,49,29.86,21,320,3.6,152,6,18,161,175,171,161,164
51.8,50,29.83,22,340,7.2,173,6,18,152,161,175,171,161
51.8,53,29.83,21,340,7.2,196,6,18,173,152,161,175,171
50,49,29.8,21,360,7.2,180,6,18,196,173,152,161,175
50,49,29.8,21,350,10.8,162,6,18,180,196,173,152,161
50,52,29.83,20,340,3.6,172,6,18,162,180,196,173,152
50,56,29.83,19,340,3.6,89,6,18,172,162,180,196,173
51.8,60,29.86,19,340,10.8,44,6,18,89,172,162,180,196
44.6,46,29.89,19,340,7.2,61,6,18,44,89,172,162,180
44.6,49,29.89,18,340,7.2,122,6,18,61,44,89,172,162
46.4,52,29.89,18,340,14.4,109,6,18,122,61,44,89,172
51.8,68,29.89,17,320,10.8,109,0,19,109,122,61,44,89
51.8,77,29.89,15,350,7.2,103,0,19,109,109,122,61,44
51.8,77,29.92,15,350,7.2,106,0,19,103,109,109,122,61
50,77,29.89,14,340,7.2,81,0,19,106,103,109,109,122
50,82,29.89,13,360,7.2,45,0,19,81,106,103,109,109
48.2,77,29.92,13,350,7.2,57,0,19,45,81,106,103,109
46.4,77,29.95,12,290,10.8,44,0,19,57,45,81,106,103
39.2,48,29.95,15,310,10.8,30,0,19,44,57,45,81,106
28.4,27,29.98,17,330,21.6,28,0,19,30,44,57,45,81
24.8,22,30.01,18,320,18,48,0,19,28,30,44,57,45
23,19,30.01,19,330,21.6,42,0,19,48,28,30,44,57
15.8,14,30.01,19,300,25.2,27,0,19,42,48,28,30,44
15.8,13,29.98,20,320,21.6,28,0,19,27,42,48,28,30
17.6,15,29.98,20,320,18,35,0,19,28,27,42,48,28
10.4,10,29.95,21,340,14.4,35,0,19,35,28,27,42,48
12.2,10,29.92,22,340,7.2,38,0,19,35,35,28,27,42
15.8,12,29.92,22,360,3.6,35,0,19,38,35,35,28,27
15.8,12,29.92,22,350,7.2,61,0,19,35,38,35,35,28
10.4,10,29.92,21,340,7.2,96,0,19,61,35,38,35,35
44.6,49,29.95,18,340,21.6,87,0,19,96,61,35,38,35
44.6,55,29.98,16,340,14.4,87,0,19,87,96,61,35,38
44.6,63,30.01,14,340,10.8,79,0,19,87,87,96,61,35
44.6,67,30.01,13,340,10.8,77,0,19,79,87,87,96,61
42.8,67,30.01,12,340,7.2,87,0,19,77,79,87,87,96
44.6,76,30.04,11,320,3.6,87,1,20,87,77,79,87,87
44.6,87,30.04,9,350,3.6,92,1,20,87,87,77,79,87
44.6,93,30.01,8,350,3.6,88,1,20,92,87,87,77,79
42.8,87,30.01,8,340,3.6,90,1,20,88,92,87,87,77
42.8,87,30.01,8,360,0,97,1,20,90,88,92,87,87
42.8,93,30.01,7,350,3.6,96,1,20,97,90,88,92,87
42.8,93,30.01,7,290,3.6,109,1,20,96,97,90,88,92
46.4,87,30.04,10,310,3.6,95,1,20,109,96,97,90,88
41,55,30.04,14,330,3.6,71,1,20,95,109,96,97,90
33.8,34,30.04,17,320,3.6,52,1,20,71,95,109,96,97
28.4,24,30.04,19,330,7.2,30,1,20,52,71,95,109,96
14,12,30.01,20,300,10.8,26,1,20,30,52,71,95,109
23,16,29.98,22,320,14.4,41,1,20,26,30,52,71,95
21.2,15,29.92,22,320,14.4,26,1,20,41,26,30,52,71
17.6,13,29.92,22,340,18,44,1,20,26,41,26,30,52
19.4,13,29.86,23,340,25.2,42,1,20,44,26,41,26,30
23,15,29.86,23,360,28.8,61,1,20,42,44,26,41,26
30.2,22,29.83,22,350,28.8,57,1,20,61,42,44,26,41
28.4,21,29.83,21,340,21.6,75,1,20,57,61,42,44,26
32,28,29.86,19,340,18,116,1,20,75,57,61,42,44
39.2,37,29.86,19,340,18,137,1,20,116,75,57,61,42
44.6,49,29.89,18,340,14.4,96,1,20,137,116,75,57,61
42.8,45,29.89,18,340,21.6,87,1,20,96,137,116,75,57
42.8,48,29.86,17,340,21.6,78,1,20,87,96,137,116,75
41,45,29.86,17,320,18,62,2,21,78,87,96,137,116
39.2,45,29.86,16,350,14.4,53,2,21,62,78,87,96,137
39.2,48,29.83,15,350,10.8,53,2,21,53,62,78,87,96
39.2,62,29.83,11,340,3.6,56,2,21,53,53,62,78,87
39.2,76,29.83,8,360,7.2,61,2,21,56,53,53,62,78
39.2,76,29.8,8,350,3.6,66,2,21,61,56,53,53,62
41,81,29.83,8,290,3.6,96,2,21,66,61,56,53,53
42.8,67,29.83,12,310,3.6,101,2,21,96,66,61,56,53
44.6,59,29.83,15,330,3.6,110,2,21,101,96,66,61,56
42.8,48,29.83,17,320,3.6,107,2,21,110,101,96,66,61
42.8,40,29.83,20,330,3.6,113,2,21,107,110,101,96,66
41,31,29.8,23,300,10.8,96,2,21,113,107,110,101,96
39.2,24,29.74,26,320,18,96,2,21,96,113,107,110,101
32,17,29.71,27,320,21.6,57,2,21,96,96,113,107,110
30.2,16,29.71,27,340,14.4,44,2,21,57,96,96,113,107
33.8,22,29.74,24,340,18,46,2,21,44,57,96,96,113
30.2,18,29.74,25,360,10.8,69,2,21,46,44,57,96,96
24.8,14,29.77,26,350,18,37,2,21,69,46,44,57,96
21.2,12,29.8,25,340,25.2,18,2,21,37,69,46,44,57
23,16,29.86,22,340,28.8,27,2,21,18,37,69,46,44
23,18,29.92,20,340,25.2,22,2,21,27,18,37,69,46
28.4,27,29.95,17,340,14.4,25,2,21,22,27,18,37,69
28.4,31,30.01,15,340,10.8,26,2,21,25,22,27,18,37
30.2,34,30.04,15,340,3.6,35,2,21,26,25,22,27,18
32,47,30.06,11,320,3.6,48,3,22,35,26,25,22,27
35.6,42,30.06,15,350,14.4,59,3,22,48,35,26,25,22
35.6,51,30.06,12,350,7.2,58,3,22,59,48,35,26,25
39.2,62,30.06,11,340,3.6,67,3,22,58,59,48,35,26
39.2,71,30.06,9,360,3.6,66,3,22,67,58,59,48,35
39.2,71,30.06,9,350,3.6,74,3,22,66,67,58,59,48
39.2,81,30.09,7,290,0,84,3,22,74,66,67,58,59
41,62,30.09,12,310,7.2,84,3,22,84,74,66,67,58
42.8,52,30.12,16,330,3.6,91,3,22,84,84,74,66,67
41,42,30.12,18,320,3.6,52,3,22,91,84,84,74,66
39.2,33,30.09,21,330,3.6,41,3,22,52,91,84,84,74
28.4,18,30.06,24,300,18,45,3,22,41,52,91,84,84
26.6,16,30.04,25,320,21.6,39,3,22,45,41,52,91,84
26.6,15,30.01,26,320,18,43,3,22,39,45,41,52,91
33.8,20,29.98,26,340,18,40,3,22,43,39,45,41,52
33.8,20,29.95,26,340,25.2,38,3,22,40,43,39,45,41
33.8,20,29.95,26,360,21.6,38,3,22,38,40,43,39,45
32,19,29.95,25,350,25.2,42,3,22,38,38,40,43,39
33.8,22,29.92,24,340,25.2,45,3,22,42,38,38,40,43
35.6,25,29.92,23,340,21.6,46,3,22,45,42,38,38,40
35.6,28,29.95,21,340,18,40,3,22,46,45,42,38,38
35.6,28,29.95,21,340,18,47,3,22,40,46,45,42,38
37.4,35,29.95,19,340,14.4,50,3,22,47,40,46,45,42
39.2,37,29.95,19,340,10.8,52,3,22,50,47,40,46,45
39.2,40,29.92,18,320,10.8,54,4,23,52,50,47,40,46
41,45,29.92,17,350,10.8,58,4,23,54,52,50,47,40
41,58,29.92,13,350,7.2,63,4,23,58,54,52,50,47
41,55,29.89,14,340,7.2,68,4,23,63,58,54,52,50
41,55,29.89,14,360,3.6,72,4,23,68,63,58,54,52
41,62,29.89,12,350,3.6,65,4,23,72,68,63,58,54
42.8,63,29.92,13,290,3.6,80,4,23,65,72,68,63,58
44.6,63,29.92,14,310,7.2,92,4,23,80,65,72,68,63
