"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus5Val","ENE","ESE","East","NE","NNE","NNW","NW","North","SE","SSE","SSW","SW","South","Variable","WNW","WSW","West"
8.6,50,30.27,-4,340,3.6,57,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.6,47,30.27,-3,360,3.6,60,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,46,30.27,-4,350,3.6,90,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.6,58,30.27,-6,290,3.6,99,0,1,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,43,30.27,-3,310,3.6,125,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.6,43,30.27,-2,330,10.8,101,0,1,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,32,30.3,1,320,3.6,93,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,23,30.3,5,330,3.6,69,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.2,16,30.27,9,300,3.6,43,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.2,16,30.21,9,320,7.2,38,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.4,14,30.18,10,320,10.8,44,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,13,30.15,11,340,10.8,62,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4,11,30.15,12,340,10.8,83,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4,13,30.12,11,360,10.8,80,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,17,30.12,9,350,10.8,63,0,1,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.8,20,30.15,8,340,10.8,102,0,1,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.6,22,30.15,8,340,14.4,130,0,1,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.4,31,30.15,4,340,7.2,154,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12.2,41,30.15,1,333.206940496,3.6,135,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,41,30.15,2,333.206940496,7.2,134,0,1,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,55,30.15,-2,333.206940496,3.6,161,0,1,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,59,30.15,-3,320,3.6,219,1,2,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,59,30.12,-3,350,7.2,202,1,2,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,64,30.12,-3,350,7.2,138,1,2,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,59,30.12,-4,340,10.8,107,1,2,134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,47,30.09,-2,360,7.2,84,1,2,161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,63,30.09,-5,350,10.8,97,1,2,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,59,30.09,-4,290,3.6,109,1,2,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,54,30.09,-4,310,10.8,140,1,2,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,44,30.09,0,330,10.8,69,1,2,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.4,35,30.12,2,320,10.8,76,1,2,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,26,30.09,5,330,7.2,77,1,2,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,20,30.09,7,300,7.2,87,1,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.2,15,30.06,10,320,7.2,96,1,2,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,16,30.06,10,320,3.6,88,1,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,14,30.04,12,340,3.6,71,1,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,15,30.04,11,340,3.6,93,1,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.2,14,30.04,11,360,7.2,117,1,2,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.6,25,30.04,6,350,3.6,138,1,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,33,30.06,4,340,0,190,1,2,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,41,30.06,1,340,3.6,197,1,2,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,38,30.09,1,340,3.6,213,1,2,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,47,30.12,-1,333.206940496,7.2,211,1,2,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,38,30.12,1,333.206940496,3.6,226,1,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,41,30.12,1,333.206940496,3.6,233,1,2,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,38,30.15,2,320,14.4,225,2,3,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.2,47,30.12,-1,350,10.8,159,2,3,213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,55,30.15,-3,350,14.4,115,2,3,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,55,30.15,-3,340,10.8,87,2,3,226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,55,30.15,-3,360,10.8,73,2,3,233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,51,30.15,-2,350,10.8,60,2,3,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,55,30.15,-3,290,10.8,74,2,3,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,51,30.18,-2,310,0,82,2,3,115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,41,30.21,0,330,7.2,73,2,3,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,29,30.24,7,320,10.8,50,2,3,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,17,30.24,10,330,10.8,56,2,3,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,16,30.24,11,300,7.2,48,2,3,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,13,30.21,13,320,10.8,33,2,3,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,13,30.18,14,320,10.8,30,2,3,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,13,30.15,14,340,7.2,28,2,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.8,13,30.15,15,340,14.4,30,2,3,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,12,30.15,14,360,14.4,33,2,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.2,12,30.15,13,350,14.4,46,2,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.2,13,30.15,12,340,10.8,74,2,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,15,30.15,11,340,10.8,136,2,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,15,30.15,11,340,7.2,152,2,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,17,30.15,10,333.206940496,7.2,159,2,3,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.2,22,30.15,10,333.206940496,10.8,164,2,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.4,27,30.15,6,333.206940496,7.2,167,2,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,38,30.15,3,320,3.6,180,3,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,55,30.15,-1,350,7.2,187,3,4,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,51,30.15,-1,350,10.8,163,3,4,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,51,30.15,-1,340,0,185,3,4,164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,64,30.12,-3,360,0,159,3,4,167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,64,30.12,-2,350,3.6,139,3,4,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,64,30.12,-2,290,3.6,151,3,4,187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,64,30.12,-3,310,7.2,113,3,4,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.6,60,30.15,-1,330,10.8,137,3,4,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,41,30.15,3,320,3.6,92,3,4,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,25,30.15,8,330,14.4,71,3,4,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,19,30.12,11,300,10.8,73,3,4,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.6,18,30.09,11,320,10.8,68,3,4,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.6,16,30.06,12,320,7.2,47,3,4,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,14,30.06,14,340,10.8,41,3,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.6,14,30.06,14,340,7.2,43,3,4,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,18,30.06,12,360,10.8,56,3,4,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,22,30.06,9,350,3.6,69,3,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,31,30.06,5,340,3.6,83,3,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,31,30.09,5,340,3.6,130,3,4,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.8,36,30.09,5,340,0,175,3,4,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,41,30.12,3,333.206940496,3.6,155,3,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,39,30.12,4,333.206940496,7.2,106,3,4,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.8,39,30.12,4,333.206940496,7.2,83,3,4,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,39,30.15,4,320,3.6,122,4,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,45,30.15,3,350,3.6,162,4,5,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,48,30.18,2,350,7.2,142,4,5,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,48,30.18,2,340,7.2,70,4,5,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4,27,30.18,6,360,21.6,33,4,5,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.6,30,30.21,3,350,7.2,25,4,5,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,38,30.24,2,290,10.8,39,4,5,162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,33,30.27,4,310,18,33,4,5,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.4,31,30.3,4,330,14.4,27,4,5,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,23,30.33,6,320,10.8,25,4,5,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4,16,30.33,8,330,10.8,12,4,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.4,13,30.33,9,300,14.4,9,4,5,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4,15,30.3,9,320,10.8,10,4,5,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4,15,30.27,9,320,10.8,11,4,5,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,14,30.24,10,340,10.8,11,4,5,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4,14,30.21,10,340,3.6,13,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4,14,30.21,8,360,7.2,17,4,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2,19,30.21,6,350,3.6,32,4,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,26,30.21,3,340,3.6,62,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,26,30.21,3,340,7.2,42,4,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.2,22,30.21,4,340,7.2,59,4,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,26,30.18,3,333.206940496,7.2,66,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.8,35,30.18,0,333.206940496,7.2,77,4,5,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.2,47,30.18,-1,333.206940496,3.6,84,4,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,47,30.18,-2,320,3.6,91,5,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,51,30.15,-2,350,3.6,112,5,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,59,30.15,-4,350,7.2,130,5,6,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,55,30.15,-3,340,3.6,139,5,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,54,30.15,-4,360,3.6,155,5,6,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,63,30.12,-5,350,3.6,163,5,6,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.2,59,30.12,-4,290,7.2,141,5,6,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,63,30.12,-5,310,3.6,182,5,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,63,30.15,-5,330,7.2,138,5,6,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.8,51,30.15,0,320,3.6,119,5,6,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,36,30.15,3,330,3.6,135,5,6,163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.2,31,30.12,5,300,3.6,159,5,6,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,25,30.09,7,320,7.2,122,5,6,182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.4,22,30.06,9,320,3.6,81,5,6,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,20,30.04,10,340,3.6,167,5,6,119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.4,20,30.04,10,340,3.6,246,5,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.8,27,30.04,9,360,7.2,224,5,6,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17.6,32,30.06,8,350,14.4,115,5,6,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.2,45,30.06,5,340,3.6,124,5,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.2,52,30.09,3,340,3.6,152,5,6,167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.4,64,30.09,-1,340,7.2,170,5,6,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,65,30.09,1,333.206940496,0,269,5,6,224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,75,30.12,-1,333.206940496,3.6,294,5,6,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2,74,30.12,-2,333.206940496,3.6,330,5,6,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2,74,30.12,-2,320,3.6,407,6,7,152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.4,74,30.09,-3,350,3.6,430,6,7,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.2,80,30.12,-3,350,0,415,6,7,269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.4,74,30.12,-3,340,0,343,6,7,294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.4,80,30.12,-4,360,7.2,320,6,7,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,74,30.12,-4,350,7.2,244,6,7,407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,74,30.12,-4,290,3.6,197,6,7,430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,74,30.12,-4,310,3.6,172,6,7,415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,74,30.15,-4,330,7.2,156,6,7,343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.4,64,30.15,-1,320,7.2,166,6,7,320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.4,52,30.18,2,330,3.6,203,6,7,244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.4,45,30.15,4,300,3.6,277,6,7,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,49,30.12,5,320,7.2,290,6,7,172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.8,53,30.12,5,320,10.8,366,6,7,156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.8,49,30.09,6,340,7.2,392,6,7,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,53,30.06,6,340,7.2,421,6,7,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,57,30.09,5,360,3.6,450,6,7,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.8,65,30.09,2,350,3.6,443,6,7,290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.8,75,30.09,0,340,3.6,429,6,7,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.8,75,30.09,0,340,3.6,439,6,7,392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,80,30.12,0,340,0,460,6,7,421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28.4,81,30.12,1,333.206940496,0,480,6,7,450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24.8,80,30.12,-1,333.206940496,3.6,424,6,7,443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.6,75,30.12,1,333.206940496,3.6,440,6,7,429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.4,75,30.12,2,320,3.6,403,0,8,439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.2,75,30.12,3,350,7.2,403,0,8,460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,75,30.12,3,350,3.6,389,0,8,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,75,30.12,3,340,0,432,0,8,424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.2,75,30.12,3,360,7.2,432,0,8,440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.2,75,30.12,3,350,0,435,0,8,403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.2,70,30.12,4,290,7.2,403,0,8,403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28.4,75,30.12,2,310,10.8,379,0,8,389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28.4,75,30.12,2,330,3.6,346,0,8,432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.4,70,30.15,3,320,7.2,354,0,8,432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28.4,61,30.15,5,330,7.2,343,0,8,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26.6,53,30.12,6,300,7.2,266,0,8,403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,49,30.09,7,320,7.2,206,0,8,379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.2,34,30.09,9,320,14.4,184,0,8,346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8,24,30.06,11,340,18,47,0,8,354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,22,30.06,10,340,18,13,0,8,343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,15,30.09,10,360,28.8,15,0,8,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,18,30.12,8,350,32.4,15,0,8,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,20,30.15,7,340,36,17,0,8,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.2,19,30.18,6,340,39.6,11,0,8,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,21,30.21,5,340,46.8,15,0,8,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,22,30.24,4,333.206940496,39.6,12,0,8,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,24,30.24,3,333.206940496,32.4,14,0,8,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,24,30.24,3,333.206940496,25.2,12,0,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,26,30.27,2,320,25.2,8,1,9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,26,30.27,2,350,25.2,8,1,9,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.2,28,30.27,1,350,21.6,6,1,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,37,30.27,-1,340,18,7,1,9,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.2,26,30.27,2,360,28.8,8,1,9,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4,24,30.27,2,350,36,8,1,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4,25,30.27,1,290,32.4,8,1,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4,27,30.3,0,310,25.2,11,1,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4,25,30.3,1,330,25.2,12,1,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4,22,30.3,3,320,32.4,11,1,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4,19,30.3,4,330,32.4,11,1,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4,18,30.27,5,300,36,9,1,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-4,14,30.24,6,320,28.8,17,1,9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2.2,14,30.21,7,320,28.8,12,1,9,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.2,15,30.18,6,340,25.2,12,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,15,30.18,6,340,28.8,10,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,15,30.18,6,360,25.2,14,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,16,30.18,5,350,18,12,1,9,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.4,22,30.18,2,340,7.2,19,1,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,35,30.21,0,340,3.6,20,1,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.4,47,30.21,-2,340,3.6,55,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,43,30.18,-3,333.206940496,3.6,68,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,40,30.18,-2,333.206940496,3.6,58,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,43,30.18,-3,333.206940496,7.2,63,1,9,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8,43,30.18,-3,320,3.6,52,2,10,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,54,30.15,-5,350,3.6,44,2,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.6,58,30.15,-6,350,7.2,60,2,10,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.8,54,30.15,-6,340,10.8,64,2,10,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,54,30.12,-4,360,7.2,44,2,10,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.6,54,30.09,-5,350,7.2,38,2,10,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,54,30.09,-4,290,3.6,41,2,10,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,54,30.09,-4,310,7.2,29,2,10,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.4,51,30.09,-3,330,0,32,2,10,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.2,51,30.09,-2,320,7.2,41,2,10,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.4,41,30.09,0,330,3.6,53,2,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.8,32,30.06,1,300,3.6,24,2,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4,18,30.04,5,320,28.8,16,2,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,15,30.01,6,320,43.2,14,2,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.2,15,30.04,6,340,39.6,8,2,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-7.6,12,30.04,6,340,43.2,9,2,10,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-7.6,13,30.06,5,360,46.8,8,2,10,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
